,epoch_mjd,a,e,i,om,w,ma,spkid,per_y,sigma_e,sigma_a,sigma_i,sigma_om,sigma_w,sigma_per,full_name,number_mp,designation
9282,59800,2.284,0.4866,3.56,292.83,20.23,321.46,3608483,3.45,2.5e-05,0.00012,9.6e-05,0.00038,0.00052,0.1,       (2012 RH3),       (2012 RH3),
9283,59800,1.644,0.6509,3.25,45.19,195.11,281.6,3608519,2.11,2.9e-07,1.9e-08,1.5e-05,0.00036,0.00035,1.3e-05,       (2012 RN6),       (2012 RN6),
9284,59800,1.145,0.4691,13.91,352.31,123.01,317.4,3608565,1.23,0.00031,0.0003,0.013,0.00019,0.00032,0.18,       (2012 RH10),       (2012 RH10),
9285,56186,2.172,0.6222,4.38,348.23,294.07,16.05,3608566,3.2,0.0024,0.012,0.013,0.00023,0.0041,10.0,       (2012 RJ10),       (2012 RJ10),
9286,59800,1.077,0.4535,48.94,336.63,247.22,16.25,3608618,1.12,4.7e-07,6.2e-09,4.8e-05,1.8e-05,2.9e-05,3.5e-06,       (2012 RG15),       (2012 RG15),
9287,56187,2.465,0.5727,3.98,195.43,159.86,359.57,3608619,3.87,0.0018,0.011,0.0089,0.0045,0.01,9.1,       (2012 RH15),       (2012 RH15),
9288,59800,1.009,0.124,24.76,175.84,320.2,141.67,3608620,1.01,8.6e-05,0.00048,0.079,0.0084,0.098,0.26,       (2012 RJ15),       (2012 RJ15),
9289,59800,2.319,0.6666,0.42,34.21,29.06,269.77,3608621,3.53,3.4e-08,1.9e-08,1.4e-06,0.00051,0.00051,1.5e-05,       (2012 RK15),       (2012 RK15),
9290,59800,0.8766,0.294,26.5,172.98,334.09,245.42,3608622,0.821,0.00028,0.00013,0.079,0.0018,0.038,0.066,       (2012 RL15),       (2012 RL15),
9291,59800,1.095,0.2495,8.01,171.22,89.8,297.09,3608623,1.15,2.3e-06,4.2e-08,6.8e-05,1.1e-05,0.00033,2.4e-05,       (2012 RM15),       (2012 RM15),
9292,56186,1.388,0.2535,29.24,172.84,157.51,13.93,3608624,1.64,0.0012,0.0023,0.055,0.0017,0.039,1.5,       (2012 RN15),       (2012 RN15),
9293,59800,1.622,0.363,12.45,356.35,324.49,300.09,3608625,2.07,0.00032,0.00084,0.0079,0.0013,0.0014,0.58,       (2012 RO15),       (2012 RO15),
9294,59800,2.595,0.5841,4.36,161.31,220.15,128.47,3608626,4.18,0.00019,0.0011,0.00086,0.002,0.0024,1.0,       (2012 RP15),       (2012 RP15),
9295,59800,2.353,0.4812,4.78,252.47,81.02,275.21,3608664,3.61,6.7e-05,0.00037,0.00079,0.0044,0.0056,0.31,       (2012 RQ16),       (2012 RQ16),
9296,59800,1.38,0.296,3.85,169.99,145.84,58.24,3608665,1.62,0.0002,0.00036,0.0021,0.00098,0.0025,0.23,       (2012 RR16),       (2012 RR16),
9297,59800,0.9341,0.2952,10.4,172.1,54.42,79.96,3608667,0.903,0.00024,2.3e-05,0.01,0.00041,0.0073,0.012,       (2012 RT16),       (2012 RT16),
9298,56191,2.487,0.6127,0.4,310.92,357.49,10.46,3608668,3.92,0.0014,0.0087,0.00056,0.02,0.014,7.6,       (2012 RU16),       (2012 RU16),
9299,59800,2.769,0.6705,20.22,7.58,69.07,40.12,3608669,4.61,2.2e-08,7.1e-08,2.2e-05,9.8e-06,1.5e-05,6.5e-05,       (2012 RV16),       (2012 RV16),
9300,59800,2.449,0.5688,5.61,0.52,357.29,209.32,3608670,3.83,0.00084,0.0047,0.0058,0.0025,0.0054,4.0,       (2012 RW16),       (2012 RW16),
9301,59800,1.939,0.3825,2.52,103.95,274.95,230.15,3608671,2.7,1.8e-07,7.3e-08,5.2e-06,0.00023,0.00038,5.6e-05,       (2012 RX16),       (2012 RX16),
9302,59800,2.353,0.5063,7.57,189.59,113.41,283.73,54115828,3.61,0.00052,0.0027,0.0083,0.011,0.0084,2.2,       (2012 RO48),       (2012 RO48),
9303,59800,2.371,0.6794,3.24,180.92,240.88,239.24,3608726,3.65,0.00052,0.0031,0.00093,0.029,0.037,2.7,       (2012 SW2),       (2012 SW2),
9304,56187,2.025,0.5011,7.33,346.31,331.41,10.74,3608727,2.88,0.0025,0.01,0.025,0.0056,0.01,7.8,       (2012 SX2),       (2012 SX2),
9305,59800,2.566,0.5216,10.59,357.7,12.23,142.8,3608728,4.11,3.3e-05,0.00019,0.00048,3.6e-05,0.00034,0.17,       (2012 SY2),       (2012 SY2),
9306,59800,1.302,0.2796,17.12,174.67,232.01,205.46,3608729,1.49,0.00036,0.00061,0.018,0.0019,0.012,0.38,       (2012 SZ2),       (2012 SZ2),
9307,56189,1.958,0.6458,9.27,168.64,86.68,26.57,3608730,2.74,0.0079,0.036,0.11,0.018,0.015,28.0,       (2012 SA3),       (2012 SA3),
9308,56190,1.477,0.3652,2.69,173.49,133.77,23.33,3608731,1.79,0.00098,0.002,0.0057,0.00019,0.0057,1.4,       (2012 SB3),       (2012 SB3),
9309,59800,1.341,0.2264,23.47,185.26,119.29,170.37,3608784,1.55,2.5e-07,1.2e-07,3.3e-05,1.1e-05,7.9e-05,7.8e-05,       (2012 SK8),       (2012 SK8),
9310,59800,1.283,0.4525,17.55,355.82,136.7,194.72,3608785,1.45,1.2e-06,1.2e-07,0.0001,3.4e-05,0.00015,7.3e-05,       (2012 SL8),       (2012 SL8),
9311,56190,1.542,0.3399,4.7,177.05,207.88,347.14,3608786,1.91,0.00093,0.0023,0.01,0.0009,0.0067,1.5,       (2012 SM8),       (2012 SM8),
9312,59800,1.959,0.6628,7.69,174.28,308.38,176.6,3608822,2.74,1.5e-07,2e-08,3.4e-05,8e-05,8.5e-05,1.6e-05,       (2012 ST9),       (2012 ST9),
9313,59800,0.9295,0.36,0.49,323.41,264.34,100.99,3608823,0.896,0.00086,7.8e-05,0.0011,0.015,0.014,0.041,       (2012 SU9),       (2012 SU9),
9314,56191,1.999,0.6307,4.77,188.74,80.7,22.31,3608824,2.83,0.01,0.047,0.082,0.051,0.039,36.0,       (2012 SV9),       (2012 SV9),
9315,59800,1.944,0.4038,12.09,355.33,296.45,270.45,3608929,2.71,1.8e-07,2.4e-08,8.6e-06,2.7e-05,3e-05,1.9e-05,       (2012 SV20),       (2012 SV20),
9316,59800,1.742,0.3469,9.75,353.49,316.54,127.69,3608931,2.3,0.00023,0.00071,0.004,0.0022,0.0069,0.51,       (2012 SX20),       (2012 SX20),
9317,59800,1.836,0.3596,15.23,347.65,334.07,5.59,3608932,2.49,0.00018,0.00058,0.0049,0.00052,0.0055,0.43,       (2012 SY20),       (2012 SY20),
9318,59800,2.548,0.4926,29.19,265.15,125.86,162.02,3608933,4.07,1.7e-07,1.9e-08,2.3e-05,1e-05,5.4e-05,1.7e-05,       (2012 SA22),       (2012 SA22),
9319,59800,2.361,0.4841,7.38,135.41,199.44,271.43,3608934,3.63,1.1e-07,2.7e-08,6.7e-06,0.00015,0.00013,2.2e-05,       (2012 SB22),       (2012 SB22),
9320,59800,1.964,0.5726,7.91,140.24,313.83,178.94,3608936,2.75,4.1e-08,1.1e-08,1.6e-05,0.00011,0.00011,8.3e-06,       (2012 SD22),       (2012 SD22),
9321,59800,1.259,0.4508,46.45,198.25,8.98,111.05,3609025,1.41,1.6e-07,1.2e-08,1.9e-05,9.2e-06,2e-05,7.5e-06,       (2012 SN30),       (2012 SN30),
9322,59800,1.301,0.2643,18.62,174.67,259.18,182.91,3609117,1.48,3e-08,8.4e-09,1.3e-05,8.3e-06,2.2e-05,5.2e-06,       (2012 SG32),       (2012 SG32),
9323,59800,1.922,0.4044,16.49,356.73,6.09,251.71,3609118,2.66,5.6e-08,2.6e-09,1.9e-05,7.4e-06,0.0001,2e-06,       (2012 SH32),       (2012 SH32),
9324,56194,1.474,0.3679,2.1,175.67,236.93,336.81,3609119,1.79,0.00091,0.002,0.0044,0.0015,0.0044,1.3,       (2012 SJ32),       (2012 SJ32),
9325,59800,2.523,0.5264,22.76,183.9,137.86,177.71,3609162,4.01,2.2e-07,1.3e-08,2.7e-05,1.3e-05,0.00014,1.1e-05,       (2012 SW49),       (2012 SW49),
9326,59800,0.9486,0.1173,3.9,353.51,210.73,38.58,3609163,0.924,0.00033,0.00016,0.013,0.0046,0.059,0.085,       (2012 SX49),       (2012 SX49),
9327,59800,1.527,0.5567,1.19,5.93,84.37,53.9,3609164,1.89,0.00055,0.0015,0.0011,0.00047,0.0014,1.0,       (2012 SY49),       (2012 SY49),
9328,59800,1.575,0.3337,5.81,18.9,310.34,11.83,3609165,1.98,1.8e-07,9.3e-09,1e-05,2.3e-05,7.5e-05,6.4e-06,       (2012 SZ49),       (2012 SZ49),
9329,56205,1.299,0.1887,8.82,187.52,163.04,14.5,3609221,1.48,0.00073,0.0014,0.026,0.00017,0.014,0.85,       (2012 SK50),       (2012 SK50),
9330,59800,1.594,0.4646,9.54,184.57,238.51,305.12,3609222,2.01,0.00013,2.4e-05,0.011,0.0023,0.04,0.017,       (2012 SL50),       (2012 SL50),
9331,56195,1.204,0.1346,16.4,1.44,63.84,310.17,3609223,1.32,0.0016,0.0021,0.096,0.0017,0.35,1.2,       (2012 SM50),       (2012 SM50),
9332,59800,1.297,0.3599,2.31,359.83,284.96,287.45,3609383,1.48,4.6e-07,5.9e-08,1.6e-05,7.8e-05,7.4e-05,3.7e-05,       (2012 SR56),       (2012 SR56),
9333,56198,1.886,0.4463,45.85,184.02,163.78,6.61,3609384,2.59,0.0027,0.0095,0.078,0.0032,0.044,7.1,       (2012 SS56),       (2012 SS56),
9334,56197,2.146,0.5952,8.34,184.07,123.67,13.01,3609485,3.14,0.0018,0.0088,0.019,0.00038,0.016,7.0,       (2012 SF58),       (2012 SF58),
9335,56198,2.845,0.7093,6.45,14.76,52.92,351.24,3609486,4.8,0.0013,0.012,0.0081,0.0033,0.0039,11.0,       (2012 SG58),       (2012 SG58),
9336,56197,1.903,0.459,0.34,81.58,280.09,0.8,3609487,2.63,0.001,0.0037,0.00069,0.069,0.073,2.8,       (2012 SH58),       (2012 SH58),
9337,59800,1.222,0.3468,10.07,5.75,83.2,61.45,3609488,1.35,0.00065,0.0013,0.022,0.0053,0.06,0.78,       (2012 SJ58),       (2012 SJ58),
9338,59800,2.69,0.5185,9.51,305.34,95.29,79.73,3609504,4.41,6.4e-08,3.5e-08,6.1e-06,3.2e-05,3.9e-05,3.1e-05,       (2012 SA59),       (2012 SA59),
9339,59800,1.715,0.4504,37.42,343.43,247.72,228.96,3609659,2.25,1.1e-07,1.9e-08,1.6e-05,1.2e-05,2.8e-05,1.3e-05,       (2012 TT),       (2012 TT),
9340,59800,1.503,0.5716,5.54,193.42,270.07,94.83,3609661,1.84,9.6e-05,0.0001,0.0022,0.00092,0.025,0.07,       (2012 TV),       (2012 TV),
9341,59800,1.621,0.4038,0.53,19.73,26.51,111.12,3609693,2.06,4.6e-08,1.1e-07,2.1e-06,3.3e-06,7.1e-06,8e-05,       (2012 TC4),       (2012 TC4),
9342,59800,1.611,0.3609,13.55,189.63,189.08,290.04,3609751,2.04,0.00049,0.0013,0.013,9.7e-05,0.0049,0.9,       (2012 TQ5),       (2012 TQ5),
9343,56206,1.579,0.3864,13.11,191.41,128.25,23.44,3609752,1.98,0.0013,0.0032,0.031,0.00077,0.0068,2.2,       (2012 TR5),       (2012 TR5),
9344,59800,1.414,0.229,19.99,10.08,336.02,323.2,3609753,1.68,6.4e-05,0.00013,0.0031,7.2e-05,0.00066,0.087,       (2012 TS5),       (2012 TS5),
9345,59800,2.074,0.6545,15.25,11.63,273.09,123.39,3609754,2.99,2.1e-07,4.9e-09,2.1e-05,7.9e-06,4.1e-05,3.8e-06,       (2012 TT5),       (2012 TT5),
9346,59800,1.614,0.3293,7.72,26.75,322.24,299.81,3609839,2.05,0.00066,0.0018,0.013,0.0018,0.0097,1.3,       (2012 TL20),       (2012 TL20),
9347,56209,2.155,0.4914,6.48,209.59,111.59,16.28,3609840,3.16,0.0017,0.0079,0.018,0.022,0.028,6.3,       (2012 TM20),       (2012 TM20),
9348,59800,1.182,0.3858,11.61,348.79,138.99,167.31,3609841,1.29,1.6e-06,5.1e-09,7.9e-05,0.00012,0.00016,3e-06,       (2012 TN20),       (2012 TN20),
9349,59800,2.539,0.5113,3.74,168.18,216.68,155.01,3609842,4.04,8.5e-05,0.00049,0.00049,0.00074,0.0025,0.43,       (2012 TO20),       (2012 TO20),
9350,59800,1.387,0.3264,0.65,207.92,117.55,32.29,3609843,1.63,0.00041,0.00072,0.00071,0.0012,0.0046,0.47,       (2012 TP20),       (2012 TP20),
9351,56209,2.015,0.5146,0.82,349.5,60.82,350.19,3609844,2.86,0.0059,0.023,0.0078,0.41,0.62,18.0,       (2012 TQ20),       (2012 TQ20),
9352,56211,2.44,0.5736,14.35,196.87,168.72,3.02,3609845,3.81,0.0015,0.0087,0.024,0.0017,0.0048,7.4,       (2012 TR20),       (2012 TR20),
9353,56210,3.763,0.7028,9.4,210.04,110.55,7.59,3610167,7.3,0.0014,0.018,0.015,0.011,0.011,19.0,       (2012 TC43),       (2012 TC43),
9354,59800,1.687,0.2457,5.77,217.3,111.62,199.32,3610023,2.19,0.00047,0.0017,0.0092,0.024,0.087,1.2,       (2012 TX52),       (2012 TX52),
9355,59800,1.663,0.5531,9.63,221.59,252.89,169.33,3610024,2.15,7.2e-08,6.6e-08,1.3e-05,4.1e-05,4.2e-05,4.7e-05,       (2012 TY52),       (2012 TY52),
9356,59800,1.642,0.3218,18.14,206.24,201.91,223.4,3610025,2.1,1.4e-07,1.2e-07,2.1e-05,1.3e-05,6.6e-05,8.6e-05,       (2012 TZ52),       (2012 TZ52),
9357,59800,1.254,0.1604,14.56,359.0,263.48,96.73,3610026,1.4,6e-06,3.4e-08,0.00013,2.4e-05,0.00083,2.1e-05,       (2012 TB53),       (2012 TB53),
9358,59800,2.473,0.5068,9.16,29.14,345.86,192.36,3610027,3.89,0.00019,0.001,0.0024,0.00052,0.0028,0.89,       (2012 TD53),       (2012 TD53),
9359,59800,2.319,0.587,3.93,16.06,329.57,289.09,3610028,3.53,0.0004,0.0021,0.0018,0.00016,0.0034,1.7,       (2012 TE53),       (2012 TE53),
9360,59800,1.426,0.3689,6.13,201.06,282.4,213.84,3610029,1.7,3.1e-08,2.1e-08,1.1e-05,2.6e-05,3.9e-05,1.4e-05,       (2012 TF53),       (2012 TF53),
9361,59800,2.181,0.5641,2.68,17.04,323.72,26.81,3610030,3.22,1.7e-06,8.6e-06,1.3e-05,2.6e-05,7.6e-05,0.0069,       (2012 TG53),       (2012 TG53),
9362,56210,1.847,0.465,7.64,13.07,321.77,14.25,3610031,2.51,0.0027,0.0091,0.032,0.0028,0.013,6.7,       (2012 TH53),       (2012 TH53),
9363,56210,1.96,0.5761,1.68,180.6,135.35,15.56,3610032,2.74,0.0037,0.015,0.011,0.098,0.12,12.0,       (2012 TJ53),       (2012 TJ53),
9364,59800,1.966,0.4183,7.73,246.13,240.63,140.11,3610170,2.76,2.2e-07,1.8e-07,7.1e-06,5.9e-05,7.8e-05,0.00014,       (2012 TT78),       (2012 TT78),
9365,59800,2.342,0.4524,11.07,226.23,196.32,248.75,3610339,3.58,1.1e-05,5.4e-05,0.00018,0.00016,0.00033,0.045,       (2012 TW78),       (2012 TW78),
9366,59800,2.171,0.4492,8.5,89.21,228.93,51.43,3610340,3.2,2.7e-07,2.4e-07,3.2e-05,0.00026,0.00024,0.0002,       (2012 TX78),       (2012 TX78),
9367,59800,2.326,0.4411,9.68,59.56,313.5,285.15,3610343,3.55,6.7e-08,1.7e-08,7.1e-06,2.3e-05,3.5e-05,1.4e-05,       (2012 TA79),       (2012 TA79),
9368,56210,1.984,0.5966,8.13,199.0,249.59,341.96,3610173,2.79,0.0013,0.0058,0.015,0.0004,0.0018,4.5,       (2012 TD79),       (2012 TD79),
9369,56210,1.623,0.448,3.28,13.68,60.26,338.3,3610174,2.07,0.001,0.0027,0.0064,0.00055,0.00082,1.9,       (2012 TE79),       (2012 TE79),
9370,59800,1.05,0.0382,1.01,199.86,265.76,325.13,3610175,1.08,5.5e-07,1.4e-06,3.3e-05,6.5e-05,0.00024,0.00077,       (2012 TF79),       (2012 TF79),
9371,56210,2.451,0.5764,1.06,2.43,15.79,359.67,3610176,3.84,0.00092,0.0055,0.0012,0.0053,0.0092,4.7,       (2012 TG79),       (2012 TG79),
9372,59800,2.403,0.6173,7.73,157.15,287.62,210.63,3610177,3.73,3.7e-05,0.0002,0.00046,0.00024,0.00043,0.17,       (2012 TH79),       (2012 TH79),
9373,59800,1.515,0.3269,12.14,188.0,240.9,69.3,3610178,1.86,0.00022,0.00055,0.0075,0.00083,0.0033,0.37,       (2012 TJ79),       (2012 TJ79),
9374,59800,2.592,0.5655,10.59,24.96,337.14,131.89,3610179,4.17,0.00054,0.0032,0.0068,0.0007,0.0017,2.8,       (2012 TK79),       (2012 TK79),
9375,56211,1.802,0.3969,8.51,12.1,31.5,349.99,3610180,2.42,0.011,0.033,0.17,0.061,2.3,25.0,       (2012 TL79),       (2012 TL79),
9376,59800,2.15,0.5534,1.4,15.14,334.13,49.55,3610181,3.15,0.00038,0.0017,0.00087,0.00071,0.0035,1.4,       (2012 TM79),       (2012 TM79),
9377,59800,2.215,0.4148,19.53,23.46,54.27,332.94,3610182,3.3,8.1e-06,3.7e-05,0.00024,0.0001,0.00054,0.03,       (2012 TY79),       (2012 TY79),
9378,59800,1.418,0.3133,10.77,7.96,262.8,6.42,3610183,1.69,1.3e-06,3.3e-07,3.5e-05,3.2e-05,0.00024,0.00022,       (2012 TZ79),       (2012 TZ79),
9379,59800,1.815,0.6867,27.95,30.64,104.61,329.82,3610358,2.44,2.9e-07,3.3e-08,5.6e-05,2.5e-05,5.6e-05,2.4e-05,       (2012 TK123),       (2012 TK123),
9380,59800,2.373,0.5128,2.8,72.51,310.11,246.46,3610525,3.66,0.00031,0.0018,0.0013,0.0024,0.0022,1.5,       (2012 TN139),       (2012 TN139),
9381,59800,2.439,0.8884,5.36,179.21,56.3,229.03,3610526,3.81,3.5e-08,6.9e-09,9e-06,9.8e-05,9.9e-05,5.9e-06,       (2012 TO139),       (2012 TO139),
9382,59800,1.467,0.4645,2.34,271.79,3.36,244.03,3610527,1.78,9.5e-08,9.3e-09,5.9e-06,0.00024,0.00024,6.2e-06,       (2012 TP139),       (2012 TP139),
9383,59800,1.805,0.3722,6.04,63.49,313.58,21.25,3610528,2.43,1.6e-05,5.5e-05,0.00022,8.4e-05,0.00019,0.04,       (2012 TQ139),       (2012 TQ139),
9384,56214,1.952,0.386,52.44,200.25,173.01,6.97,3610529,2.73,0.0027,0.0093,0.08,0.017,0.045,7.1,       (2012 TR139),       (2012 TR139),
9385,59800,2.137,0.4585,7.71,356.25,328.33,76.05,3610759,3.12,4.8e-07,3.1e-07,3.8e-05,0.00014,0.00021,0.00025,       (2012 TT145),       (2012 TT145),
9386,59800,2.233,0.4885,9.23,275.05,49.67,2.32,3610760,3.34,1.9e-07,4.7e-08,1.6e-05,3.3e-05,8.7e-05,3.9e-05,       (2012 TD146),       (2012 TD146),
9387,56215,1.508,0.3102,3.69,28.93,298.53,28.42,3610761,1.85,0.0042,0.0098,0.044,0.029,0.055,6.6,       (2012 TE146),       (2012 TE146),
9388,56219,2.133,0.5005,4.32,20.53,17.06,356.58,3610762,3.12,0.0011,0.0051,0.0073,0.00078,0.0026,4.1,       (2012 TF146),       (2012 TF146),
9389,59800,2.752,0.563,2.97,210.4,182.56,53.59,3610763,4.57,0.00073,0.0047,0.0029,0.004,0.0085,4.2,       (2012 TG146),       (2012 TG146),
9390,59800,2.514,0.5066,3.66,231.0,163.16,165.35,3610764,3.99,0.00015,0.00092,0.00084,0.0012,0.0012,0.8,       (2012 TH146),       (2012 TH146),
9391,59800,2.682,0.6439,5.17,41.46,54.89,56.4,3610765,4.39,1.4e-08,1e-08,5.2e-06,3.9e-05,4.1e-05,8.9e-06,       (2012 TJ146),       (2012 TJ146),
9392,59800,1.539,0.4239,4.97,20.21,54.15,29.01,3611396,1.91,0.00047,0.0011,0.0048,0.00065,0.00089,0.75,       (2012 TQ146),       (2012 TQ146),
9393,59800,1.57,0.2578,1.23,69.77,328.62,346.23,3611397,1.97,0.00087,0.0035,0.0015,0.43,0.14,2.4,       (2012 TR146),       (2012 TR146),
9394,59800,2.639,0.5626,25.05,34.77,91.5,73.71,3617331,4.29,1.5e-07,4.6e-08,1.7e-05,1.6e-05,2.6e-05,4.1e-05,       (2012 TA219),       (2012 TA219),
9395,59800,2.858,0.6176,37.03,26.82,44.75,1.03,3611398,4.83,2e-07,6.3e-08,8.9e-05,3.1e-05,9.2e-05,5.8e-05,       (2012 TO231),       (2012 TO231),
9396,59800,1.118,0.2536,6.76,30.15,75.67,52.78,3611399,1.18,5.2e-07,3.9e-08,3.4e-05,2.9e-05,8.8e-05,2.2e-05,       (2012 TP231),       (2012 TP231),
9397,56210,1.195,0.4647,3.36,204.71,273.71,312.77,3611401,1.31,0.015,0.017,0.16,0.18,0.33,10.0,       (2012 TQ231),       (2012 TQ231),
9398,59800,0.8389,0.291,33.44,199.9,347.36,121.81,3611402,0.768,1.1e-05,0.00015,0.085,0.0024,0.018,0.077,       (2012 TR231),       (2012 TR231),
9399,59800,2.456,0.6025,5.43,41.34,281.74,212.19,3611403,3.85,1e-05,5.5e-05,7.7e-05,0.00021,0.00025,0.048,       (2012 TS231),       (2012 TS231),
9400,56216,1.957,0.6475,7.07,196.23,274.22,340.22,3611404,2.74,0.0016,0.0076,0.018,0.006,0.01,5.8,       (2012 TT231),       (2012 TT231),
9401,59800,1.744,0.4535,9.61,19.22,327.56,105.6,3611405,2.3,0.00034,0.001,0.0054,0.0018,0.0012,0.74,       (2012 TU231),       (2012 TU231),
9402,59800,2.251,0.4459,9.62,31.89,347.37,326.93,3611406,3.38,0.00023,0.0012,0.0039,0.00094,0.0035,0.98,       (2012 TV231),       (2012 TV231),
9403,59800,1.978,0.3611,1.67,197.62,209.86,178.59,3611415,2.78,3.6e-05,0.00015,0.00013,0.0002,0.0012,0.11,       (2012 TQ256),       (2012 TQ256),
9404,59800,2.667,0.7276,11.11,106.22,171.98,108.7,3611416,4.35,0.0001,0.00096,0.0012,0.011,0.013,0.86,       (2012 TT256),       (2012 TT256),
9405,59800,1.884,0.7396,10.3,144.45,354.45,262.65,3612164,2.59,0.0005,0.0025,0.0098,0.034,0.031,1.9,       (2012 TA259),       (2012 TA259),
9406,59800,1.907,0.5759,7.21,98.2,203.94,283.51,3612165,2.63,1.3e-07,2.5e-08,9e-06,0.00023,0.00022,1.9e-05,       (2012 TB259),       (2012 TB259),
9407,59800,2.452,0.5672,22.7,6.28,330.34,208.1,3612173,3.84,8.5e-05,0.00048,0.0012,0.0011,0.0021,0.41,       (2012 TP274),       (2012 TP274),
9408,59800,1.728,0.2937,18.13,33.75,298.61,151.86,3612838,2.27,1.7e-07,2.3e-08,1.9e-05,1.2e-05,9.2e-05,1.6e-05,       (2012 TX284),       (2012 TX284),
9409,59800,0.9299,0.3269,8.33,20.43,128.51,244.58,3611400,0.897,0.0006,1.8e-05,0.02,0.0026,0.0092,0.0096,       (2012 UC),       (2012 UC),
9410,59800,1.805,0.4171,8.72,11.25,15.08,14.71,3611407,2.42,0.00014,0.00046,0.0021,0.00076,0.00083,0.34,       (2012 UD),       (2012 UD),
9411,56216,1.903,0.5743,1.15,28.12,59.32,343.12,3611408,2.62,0.0012,0.0047,0.002,0.00066,0.0029,3.5,       (2012 UE),       (2012 UE),
9412,59800,1.671,0.3997,6.66,21.74,17.37,188.72,3611409,2.16,0.00049,0.0014,0.0064,3.8e-05,0.003,1.0,       (2012 UF),       (2012 UF),
9413,56220,2.283,0.5505,4.34,18.81,353.96,3.64,3611410,3.45,0.0012,0.006,0.0065,0.0008,0.0055,5.0,       (2012 UG),       (2012 UG),
9414,56216,2.256,0.5357,7.5,200.7,176.31,1.46,3611411,3.39,0.0014,0.0069,0.013,0.0009,0.0057,5.7,       (2012 UH),       (2012 UH),
9415,56217,1.323,0.2286,28.32,203.15,218.83,336.06,3611412,1.52,0.0024,0.0049,0.14,0.00022,0.27,3.1,       (2012 UJ),       (2012 UJ),
9416,56218,1.526,0.3513,9.8,18.08,65.39,332.46,3611413,1.89,0.0031,0.0076,0.074,0.024,0.067,5.1,       (2012 UK),       (2012 UK),
9417,59800,1.796,0.434,0.93,235.55,127.13,35.2,3611414,2.41,0.00057,0.0018,0.001,0.0011,0.0036,1.3,       (2012 UL),       (2012 UL),
9418,59800,1.093,0.2469,8.28,334.68,182.91,99.91,3612166,1.14,4.7e-08,2.4e-09,4.4e-06,2.2e-05,3.7e-05,1.4e-06,       (2012 US9),       (2012 US9),
9419,56218,1.318,0.2402,26.31,200.33,159.03,15.49,3612167,1.51,0.001,0.0018,0.048,0.00017,0.026,1.1,       (2012 UT9),       (2012 UT9),
9420,59800,1.552,0.3881,2.65,164.98,175.87,44.86,3612168,1.93,0.00065,0.0014,0.0032,0.041,0.043,0.98,       (2012 UU9),       (2012 UU9),
9421,59800,1.89,0.4974,4.97,173.16,169.7,291.73,3612169,2.6,0.00066,0.0024,0.0045,0.0065,0.002,1.8,       (2012 UV9),       (2012 UV9),
9422,56218,1.792,0.4926,6.65,24.87,53.27,341.94,3612170,2.4,0.015,0.049,0.16,0.04,0.2,36.0,       (2012 UW9),       (2012 UW9),
9423,59800,2.502,0.5971,10.06,22.13,339.94,177.5,3612171,3.96,0.00079,0.0046,0.011,0.007,0.0044,4.0,       (2012 UX9),       (2012 UX9),
9424,56219,1.502,0.404,2.75,349.25,317.17,37.7,3612172,1.84,0.0077,0.017,0.037,0.13,0.11,11.0,       (2012 UY9),       (2012 UY9),
9425,59800,1.813,0.4084,11.95,28.78,25.38,354.71,3612644,2.44,0.00034,0.0011,0.0073,6.5e-05,0.0026,0.84,       (2012 UQ18),       (2012 UQ18),
9426,56219,1.366,0.3504,7.52,206.14,248.17,324.84,3612645,1.6,0.0014,0.0025,0.028,0.0007,0.0063,1.6,       (2012 UR18),       (2012 UR18),
9427,59800,1.195,0.3555,3.55,205.37,266.3,138.29,3612646,1.31,0.00073,0.00081,0.013,0.065,0.32,0.49,       (2012 US18),       (2012 US18),
9428,56219,2.349,0.5984,7.2,218.37,116.27,12.06,3612647,3.6,0.0083,0.045,0.069,0.061,0.12,38.0,       (2012 UT18),       (2012 UT18),
9429,59800,2.67,0.6182,4.4,91.58,255.21,97.34,3612841,4.36,0.00019,0.0012,0.0013,0.0064,0.0059,1.1,       (2012 UX27),       (2012 UX27),
9430,59800,2.229,0.5807,3.36,85.9,224.8,12.11,3612842,3.33,3.6e-07,2.9e-08,5e-05,0.00043,0.00041,2.4e-05,       (2012 UZ33),       (2012 UZ33),
9431,59800,2.626,0.5576,15.16,106.62,246.12,119.45,3612844,4.25,1.3e-06,2.4e-06,0.00016,0.00055,0.00078,0.0021,       (2012 UB34),       (2012 UB34),
9432,59800,1.318,0.3126,5.58,33.29,264.57,228.71,3612845,1.51,3.6e-07,3.8e-08,2.9e-05,5.1e-05,0.00019,2.4e-05,       (2012 UC34),       (2012 UC34),
9433,59800,1.992,0.3559,5.34,65.13,250.97,216.4,3612846,2.81,1.3e-07,1.7e-08,2e-05,0.00012,0.00013,1.3e-05,       (2012 UD34),       (2012 UD34),
9434,59800,1.105,0.0994,9.66,198.45,18.39,328.81,3612847,1.16,1.6e-07,5.8e-09,9.7e-06,2.6e-05,7.5e-05,3.3e-06,       (2012 UE34),       (2012 UE34),
9435,59800,2.836,0.657,4.7,24.62,29.96,16.97,3612848,4.78,0.00041,0.0028,0.0023,0.0035,0.0037,2.6,       (2012 UF34),       (2012 UF34),
